caseid,linksrechts_parteien_1,linksrechts_parteien_2,linksrechts_parteien_3,linksrechts_parteien_4,linksrechts_parteien_5,linksrechts_parteien_6,linksrechts_selbst,erststimme_BTW21,zweitstimme_BTW21,coalition_1,coalition_2,coalition_3,coalition_4,coalition_5,coalition_6,coalition_7,coalition_8,coalition_9,klimawandel_parteien_1,klimawandel_parteien_2,klimawandel_parteien_3,klimawandel_parteien_4,klimawandel_parteien_5,klimawandel_parteien_6,klimawandel_parteien_7,klimawandel_selbst,immigration_parteien_1,immigration_parteien_2,immigration_parteien_3,immigration_parteien_4,immigration_parteien_5,immigration_parteien_6,immigration_parteien_7,immigration_selbst,corona_parteien,kandidateneinstufungen_1,kandidateneinstufungen_2,kandidateneinstufungen_3,kandidateneinstufungen_4,kandidateneinstufungen_5,kandidateneinstufungen_6,education_paul_recode,age,WestOst,hinc,Pos. of LINKE in Ranking,Pos. of GRUENE in Ranking,Pos. of SPD in Ranking,Pos. of CDU/CSU in Ranking,Pos. of FDP in Ranking,Pos. of AFD in Ranking
751.0,6,6,4,9,5,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,3,2,1,1,2,4,4,7,7,5,6,1,5,7,3,4,4,3,5,3,3,7,2,-3,-4,0,3,-5,4,-3,6,24.0,WEST,11,3,1,2,5,4,6
958.0,10,8,3,8,4,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,2,1,2,2,1,1,4,2,5,6,6,5,5,2,977,7,3,5,5,3,2,2,1,7,2,2,-3,3,3,-1,5,1,6,58.0,OST,9,5,1,2,4,3,6
995.0,6,7,6,7,5,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,2,1,4,3,1,1,3,3,5,4,4,2,6,1,4,7,1,3,4,2,1,1,2,7,1,4,-1,5,5,1,5,1,5,76.0,WEST,4,3,1,2,4,5,6
1009.0,8,9,6,8,3,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,2,3,1,1,4,4,4,6,7,5,7,1,3,7,1,5,7,4,5,3,2,7,4,-1,-4,0,1,-5,2,-1,6,33.0,WEST,5,3,1,2,5,4,6
1080.0,8,8,6,5,3,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,1,2,2,1,1,4,5,4,7,7,5,5,1,2,7,1,6,6,4,3,1,1,7,2,2,-5,2,5,-4,5,1,6,25.0,WEST,1,2,1,3,5,4,6
1121.0,5,5,5,3,1,2,1,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,3,3,3,1,1,3,3,3,5,5,5,5,1,5,7,1,5,5,5,4,1,4,7,977,977,0,0,0,0,0,0,5,23.0,WEST,4,3,1,2,5,4,6
1187.0,7,6,4,7,4,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,2,2,2,1,1,4,4,4,6,6,3,5,1,2,7,2,4,4,3,977,1,3,7,3,-1,-5,-1,1,-1,1,1,5,20.0,WEST,977,4,1,3,5,2,6
1222.0,9,9,3,5,5,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,2,3,2,1,1,2,3,4,6,6,2,6,1,977,7,1,6,6,1,977,1,977,7,1,-3,-3,4,1,5,2,-2,3,70.0,WEST,8,5,2,1,4,3,6
1241.0,8,8,6,5,3,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,4,2,1,1,4,5,5,6,6,3,7,1,2,7,1,6,6,4,5,2,2,7,1,-1,-5,1,3,-4,4,1,6,25.0,WEST,3,2,1,3,5,4,6
1263.0,5,6,5,4,5,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,1,1,1,1,1,1,4,4,5,5,7,5,5,1,4,7,1,5,977,977,977,977,977,7,977,0,-5,2,0,0,2,1,5,39.0,WEST,11,3,1,2,5,4,6
1307.0,8,9,3,6,2,1,2,DIE KANDIDATIN BZW. DEN KANDIDATEN EINER ANDEREN PARTEI,GRUENE,1,1,1,1,1,1,2,5,3,7,7,3,5,2,1,7,1,7,7,5,977,2,1,7,2,-3,-5,-5,4,-3,3,0,5,21.0,OST,977,1,2,3,5,4,6
1367.0,8,9,5,8,3,1,2,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,2,2,1,1,3,5,4,5,6,4,6,1,1,7,1,5,6,4,4,1,1,7,1,0,-4,0,5,-5,5,-3,3,58.0,WEST,11,2,1,3,5,4,6
1399.0,7,10,6,9,5,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,2,1,3,4,1,1,4,3,4,4,5,4,5,1,3,7,3,5,5,3,4,2,1,7,2,3,0,1,3,-2,4,1,3,60.0,WEST,7,3,1,2,4,5,6
1432.0,8,8,5,5,3,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,2,2,2,1,1,4,5,5,6,6,4,7,2,1,7,1,6,6,3,3,2,1,7,3,-1,-5,0,3,-4,5,-2,5,25.0,WEST,2,2,1,3,5,4,6
1436.0,8,8,4,6,5,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,2,1,2,2,1,1,2,5,5,5,6,3,6,1,3,7,1,5,5,3,5,3,4,7,4,4,-5,3,5,-2,5,0,3,38.0,WEST,5,3,1,2,4,5,6
1453.0,7,8,5,7,4,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,1,3,2,1,1,3,5,4,6,7,3,4,2,2,7,1,5,6,3,5,3,2,7,1,4,0,0,5,2,4,-2,3,48.0,WEST,977,2,1,3,4,5,6
1460.0,4,5,8,6,5,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,4,5,5,1,2,5,3,3,5,4,5,6,2,4,6,1,3,3,4,4,3,3,7,5,4,-1,0,2,4,977,977,6,24.0,WEST,4,5,1,4,3,2,6
1494.0,9,10,4,8,5,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,4,4,1,1,4,2,4,6,6,4,6,2,3,7,1,6,6,5,6,3,3,7,3,0,-5,-3,4,-5,4,-1,5,49.0,WEST,11,4,1,2,5,3,6
1519.0,8,8,5,6,4,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,3,3,4,1,1,4,2,4,4,4,4,4,3,2,7,5,4,4,3,3,2,2,7,3,1,3,5,5,5,5,5,6,64.0,OST,11,5,1,2,4,3,6
1624.0,6,7,5,5,4,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,3,5,4,2,2,4,3,4,4,5,5,5,2,4,5,2,3,3,4,3,3,3,7,7,2,3,-1,5,3,1,2,3,35.0,OST,6,4,1,2,3,5,6
1716.0,5,5,5,5,5,5,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,2,2,2,2,1,1,4,4,5,5,5,4,3,2,4,7,3,4,4,4,4,4,4,7,5,3,-5,2,3,1,3,0,2,54.0,WEST,6,5,2,3,4,1,6
1738.0,5,5,7,7,4,977,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,GRUENE,3,3,5,5,1,1,2,1,4,3,2,3,4,1,6,7,1,3,3,3,3,3,7,7,2,-4,5,4,3,4,2,-1,2,62.0,WEST,7,5,1,3,2,4,6
1819.0,6,7,6,7,3,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,2,3,2,1,1,4,5,5,6,6,4,6,2,3,7,1,4,5,3,3,2,2,7,2,-1,-3,3,5,-2,5,3,3,46.0,WEST,2,3,1,2,5,4,6
1826.0,7,6,4,6,4,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,GRUENE,1,1,3,2,1,1,2,3,4,7,7,3,3,1,1,7,2,5,4,5,5,2,1,7,3,-2,-5,1,5,1,977,0,5,30.0,WEST,3,1,2,3,5,4,6
1893.0,6,7,5,6,5,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,GRUENE,1,1,2,2,1,1,3,3,5,6,6,3,6,3,4,977,2,6,7,2,6,2,4,7,2,2,0,4,0,-2,5,-2,3,66.0,WEST,6,5,1,2,3,4,6
1921.0,6,7,2,8,2,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,5,1,1,5,5,1,1,1,2,3,1,5,1,2,6,7,2,3,1,2,1,1,6,7,2,-4,-4,4,-1,2,4,3,26.0,WEST,4,3,1,2,5,4,6
1924.0,8,8,3,6,6,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,1,2,2,1,1,3,4,5,7,5,3,6,1,4,4,1,5,6,2,5,3,4,7,2,2,-5,3,2,0,2,0,5,47.0,WEST,10,4,1,2,5,3,6
1939.0,6,7,5,7,2,1,2,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,2,4,2,1,1,4,5,4,7,7,3,7,1,1,6,1,4,7,3,6,1,1,7,1,1,-5,-2,5,-4,4,-1,3,19.0,WEST,6,2,1,3,5,4,6
1999.0,9,6,4,4,2,3,2,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,GRUENE,2,2,3,3,1,1,3,4,4,6,977,4,4,1,2,7,2,5,4,4,4,1,2,7,1,5,-3,1,3,977,977,977,6,35.0,WEST,1,1,2,4,5,3,6
2010.0,7,8,4,7,3,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,4,1,4,2,1,1,4,2,5,5,7,3,6,1,3,7,1,5,6,3,4,2,1,7,2,2,-5,-4,2,-5,2,-5,5,29.0,OST,9,5,2,1,3,4,6
2014.0,977,977,977,977,977,1,977,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,4,4,4,4,1,1,4,4,4,3,3,3,3,6,3,977,1,4,4,4,3,3,4,7,2,2,0,0,0,0,977,977,6,26.0,WEST,5,5,1,4,2,3,6
2015.0,7,7,5,5,4,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,1,1,1,1,3,1,4,7,7,3,3,2,977,5,2,7,7,2,2,1,977,7,1,3,-5,2,5,-2,3,3,5,24.0,WEST,1,4,1,3,5,2,6
2020.0,5,5,5,6,3,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,3,3,4,4,1,1,4,4,4,5,5,4,4,2,2,7,2,3,3,3,2,2,2,7,3,-2,-3,2,-3,-3,-3,-2,5,19.0,WEST,3,5,1,2,4,3,6
2035.0,7,8,5,6,4,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,GRUENE,3,2,4,3,1,1,4,4,5,5,6,4,6,2,4,7,2,6,6,4,5,3,2,7,3,-1,-1,3,3,-3,2,0,6,44.0,OST,11,3,1,2,5,4,6
2055.0,7,8,4,5,4,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,GRUENE,2,2,1,2,1,2,3,5,3,5,6,2,4,2,4,7,2,6,5,3,3,2,2,7,2,2,-2,2,3,-3,3,0,5,27.0,WEST,1,3,1,2,5,4,6
2063.0,7,8,4,6,5,2,2,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,2,2,2,2,1,1,4,4,5,4,5,4,6,1,3,7,1,5,5,2,4,1,2,7,5,3,-4,4,5,3,2,2,5,35.0,WEST,5,3,1,2,5,4,6
2111.0,7,7,5,9,3,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,4,3,4,1,2,5,1,4,6,5,5,5,2,5,7,1,5,5,4,4,3,2,7,5,1,-4,2,1,-3,3,1,6,35.0,WEST,11,5,1,3,4,2,6
2144.0,9,10,3,7,5,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,GRUENE,1,1,2,1,1,1,4,3,4,7,7,4,6,2,2,7,2,7,7,3,3,1,1,7,1,-2,-5,-3,2,-4,3,-1,6,32.0,OST,9,4,1,3,5,2,6
129.0,6,6,6,5,5,4,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,FDP,3,3,4,3,1,1,3,1,4,3,3,3,4,1,5,7,4,5,5,2,4,3,5,7,7,2,-1,1,0,1,0,0,4,65.0,WEST,977,5,4,2,1,3,6
224.0,7,8,5,7,5,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,FDP,2,3,4,4,3,2,2,3,2,3,3,3,3,4,4,4,4,4,4,3,4,5,3,4,5,2,0,0,1,1,-1,-1,3,34.0,WEST,11,5,4,3,1,2,6
280.0,6,6,4,5,3,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,FDP,3,5,5,5,1,1,5,1,4,5,7,4,6,4,2,1,4,6,6,6,7,6,3,1,5,2,2,2,1,3,2,5,2,39.0,WEST,4,5,4,3,2,1,6
531.0,7,6,5,7,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,FDP,2,2,3,3,1,1,5,1,4,6,6,4,4,1,3,7,4,5,4,4,5,2,1,7,3,-4,-5,2,-3,4,1,2,5,70.0,OST,6,5,4,2,3,1,6
552.0,5,7,6,7,6,5,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,FDP,1,1,2,1,1,1,4,1,3,5,5,4,6,5,4,3,4,4,4,4,5,4,4,3,7,2,0,2,0,-4,0,3,2,57.0,WEST,9,3,5,2,4,1,6
752.0,7,8,5,6,5,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,FDP,2,3,2,4,1,1,5,1,2,7,5,3,6,2,2,7,4,5,6,2,3,1,2,7,3,-2,-2,2,0,-2,2,4,5,21.0,WEST,977,5,3,2,4,1,6
931.0,5,6,3,8,1,1,10,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,FDP,3,4,1,1,4,4,1,1,1,3,3,3,6,1,1,5,5,2,3,2,6,1,1,6,7,-5,-5,-1,-5,2,-5,2,3,70.0,WEST,5,5,6,4,3,2,1
960.0,6,8,2,7,5,2,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,FDP,1,5,5,5,2,2,1,1,1,5,5,3,4,3,2,7,4,3,3,1,4,3,3,7,5,3,-1,-5,-3,-3,1,0,3,80.0,WEST,7,4,3,5,2,1,6
1027.0,5,7,3,6,2,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,FDP,2,5,3,3,2,3,2,1,1,4,4,5,5,7,7,1,4,4,4,2,5,2,1,7,5,0,-3,-3,-4,0,-4,3,6,28.0,WEST,3,6,4,3,2,1,5
1045.0,6,6,5,6,6,3,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,FDP,3,3,1,3,2,3,2,2,1,5,5,4,4,3,4,4,4,5,6,4,5,4,3,6,7,2,-1,1,0,3,2,4,3,69.0,WEST,5,5,6,2,4,1,3
1200.0,3,3,2,5,1,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,FDP,1,5,2,4,2,4,3,1,1,4,2,1,5,1,3,4,6,1,5,1,5,1,6,7,7,-5,0,-3,-5,-5,1,3,6,44.0,OST,12,6,5,3,2,1,4
1301.0,6,6,6,6,6,4,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,FDP,2,3,2,3,1,1,5,4,3,4,4,5,4,1,4,977,4,2,4,4,4,4,4,7,5,-2,-3,3,-2,2,0,5,3,67.0,WEST,4,3,4,2,5,1,6
1469.0,5,2,3,3,3,1,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,FDP,2,3,2,3,1,1,4,3,4,977,977,977,977,977,977,977,977,4,4,4,3,1,2,7,977,0,-5,2,0,-4,977,3,5,20.0,WEST,977,4,3,2,5,1,6
1497.0,7,6,5,6,5,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,FDP,2,3,3,4,2,2,4,3,3,5,6,6,3,1,977,4,1,3,3,3,4,4,977,7,4,0,-4,3,1,-2,0,3,6,36.0,WEST,7,5,2,3,4,1,6
1639.0,10,11,1,5,8,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,FDP,1,4,1,1,5,5,1,1,1,7,7,5,7,1,1,7,5,7,7,5,6,1,1,7,4,2,0,3,0,-1,-1,5,6,54.0,OST,3,2,5,3,4,1,6
1701.0,3,4,1,5,2,9,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,FDP,4,4,3,4,1,2,5,2,5,2,3,5,3,1,977,977,3,3,5,3,3,4,6,7,7,-5,-5,-5,-5,3,3,5,3,69.0,WEST,4,4,3,1,5,2,6
1712.0,8,8,3,5,3,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,FDP,2,5,2,3,1,1,3,1,1,6,7,6,4,1,2,7,1,6,3,3,3,1,1,7,1,-5,-5,-5,5,2,977,5,5,20.0,WEST,977,5,2,4,3,1,6
1746.0,7,8,5,6,4,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,FDP,3,3,3,4,1,1,3,2,2,5,6,4,3,2,7,6,3,5,7,4,5,2,2,7,4,-2,-1,0,1,-1,0,1,3,63.0,WEST,4,4,3,2,5,1,6
1904.0,8,8,4,6,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,FDP,4,4,4,3,1,1,4,2,3,5,5,4,5,1,1,7,3,5,5,4,5,2,3,7,4,-1,0,1,-1,2,3,2,6,41.0,WEST,11,5,4,1,3,2,6
1967.0,6,8,3,6,3,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,FDP,5,5,3,4,1,1,4,2,4,5,3,3,6,1,3,5,6,5,5,3,4,2,1,7,4,-3,2,-2,-5,4,-4,5,5,33.0,WEST,7,5,4,3,2,1,6
2045.0,8,9,5,5,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,FDP,1,1,2,4,1,1,4,2,1,6,6,4,5,2,2,7,4,6,7,2,3,2,1,7,4,1,-5,-4,-4,-5,-3,2,6,29.0,WEST,5,2,3,4,6,1,5
2060.0,5,4,5,4,4,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,FDP,3,4,4,5,1,1,4,4,4,5,6,5,7,1,3,977,3,3,4,4,4,4,1,7,5,-1,-3,-1,1,1,977,2,5,23.0,OST,977,4,2,3,5,1,6
2122.0,8,7,5,7,4,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,FDP,4,5,1,2,1,1,3,1,1,3,3,2,3,1,7,7,3,5,5,3,5,1,1,7,5,1,0,3,-3,3,2,3,6,39.0,WEST,7,5,4,3,2,1,6
74.0,9,10,7,9,7,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,1,2,3,3,3,3,4,1,5,6,3,6,1,2,7,3,5,5,3,4,1,2,7,7,-5,-3,-4,-4,-5,-3,-5,5,55.0,WEST,11,1,4,3,6,5,2
379.0,5,977,3,7,3,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,3,5,2,3,5,5,2,1,1,3,3,1,3,1,1,5,5,4,4,1,4,1,1,6,5,-5,0,-3,-4,-4,-2,2,5,58.0,OST,6,5,6,4,3,2,1
455.0,6,7,3,6,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,3,4,3,4,4,4,2,2,2,6,6,3,4,2,3,7,977,3,3,2,3,1,1,6,5,-3,1,-2,-1,1,0,1,3,40.0,WEST,9,5,6,2,3,4,1
803.0,9,7,3,7,1,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,5,1,1,4,4,1,1,1,4,4,4,6,1,5,7,7,4,4,5,4,1,6,1,6,-5,2,-5,-5,-5,-5,2,3,73.0,WEST,5,5,6,4,3,1,2
1133.0,5,10,4,8,4,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,1,4,3,4,5,5,1,1,1,4,5,3,5,1,3,7,7,6,7,2,6,1,1,7,7,-5,0,-5,-5,4,2,5,5,43.0,WEST,7,6,5,4,3,2,1
1163.0,5,8,3,6,2,2,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,3,4,1,3,4,5,3,1,1,4,977,4,6,1,1,7,7,977,977,2,5,1,1,7,6,-3,0,0,-5,-3,2,4,6,67.0,WEST,7,4,6,5,2,1,3
1523.0,8,8,6,8,3,1,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,AFD,1,1,2,1,2,1,1,2,5,5,5,2,6,1,4,4,3,4,4,4,5,3,2,7,7,-2,-4,3,1,-3,1,1,2,52.0,OST,4,3,5,1,6,4,2
1754.0,5,6,3,5,3,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,2,5,2,3,4,5,2,1,1,5,5,1,5,1,2,7,5,4,5,2,3,2,1,5,5,1,0,-2,-5,-1,1,1,5,55.0,WEST,4,6,5,4,2,1,3
2030.0,5,4,2,6,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,3,3,3,4,4,3,4,3,4,6,4,5,3,3,5,4,3,3,2,2,1,1,6,6,-1,-2,1,-2,0,1,-4,5,46.0,WEST,8,1,4,2,6,5,3
2031.0,6,5,4,4,1,6,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,AFD,4,5,4,4,4,4,5,5,977,6,7,7,6,7,6,6,7,7,6,6,6,6,7,6,4,5,3,5,5,4,3,3,6,26.0,WEST,11,3,6,1,2,4,5
2040.0,4,6,2,8,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,2,1,1,5,5,1,1,1,5,5,2,7,1,1,7,7,3,5,3,5,1,1,5,5,-5,-2,-5,-5,-5,-4,3,6,32.0,WEST,8,5,6,4,3,2,1
38.0,8,9,4,5,3,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,LINKE,3,3,3,2,1,1,3,5,4,6,5,4,6,1,1,7,5,4,6,1,5,1,1,7,4,1,-4,2,0,5,3,3,3,38.0,OST,8,1,5,2,3,4,6
653.0,5,7,4,8,3,2,977,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,LINKE,1,2,2,2,3,3,2,4,4,6,6,4,7,2,2,7,1,4,5,3,3,1,3,7,6,2,-5,0,1,-2,2,-3,5,25.0,WEST,7,1,2,4,5,6,3
703.0,6,7,4,6,5,7,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,LINKE,2,2,2,2,1,1,2,5,4,6,6,4,6,2,3,7,3,5,5,4,5,3,4,7,3,3,0,1,2,-3,2,-1,6,52.0,WEST,11,1,3,2,4,5,6
730.0,5,5,3,4,3,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,LINKE,2,2,2,2,1,1,3,4,3,4,6,2,3,2,2,6,3,5,5,2,3,2,2,7,3,3,-3,3,0,3,3,3,3,58.0,OST,8,1,3,2,5,4,6
824.0,6,6,6,6,5,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,LINKE,4,4,2,4,3,3,3,2,2,4,4,4,4,2,3,5,4,3,3,3,4,1,2,5,4,2,-1,1,-1,2,0,2,3,52.0,WEST,8,5,6,4,3,1,2
1349.0,6,5,5,5,3,4,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,LINKE,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,1,0,0,5,30.0,OST,8,2,6,5,4,3,1
1433.0,8,9,4,7,3,1,1,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,LINKE,1,1,1,3,1,1,2,5,4,7,7,3,7,2,2,7,2,6,7,2,5,2,1,7,2,0,-5,-3,1,-4,977,-4,6,48.0,OST,3,1,2,3,5,4,6
1551.0,6,6,6,7,3,5,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,LINKE,3,3,3,3,3,3,3,3,3,4,4,3,4,3,5,5,5,4,4,4,4,2,4,5,4,1,0,0,0,0,0,0,3,30.0,OST,9,1,6,5,4,3,2
1565.0,8,10,7,11,7,4,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,LINKE,2,1,3,1,1,1,2,5,5,7,7,4,7,3,1,7,1,5,7,3,3,3,2,7,3,0,-5,-3,1,-5,2,-5,5,40.0,OST,7,1,2,3,4,5,6
1927.0,5,7,4,6,3,1,2,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,LINKE,1,1,1,1,1,1,3,5,4,4,6,3,6,1,1,7,1,6,7,2,5,4,1,7,2,-4,0,3,0,-4,2,4,6,34.0,WEST,10,1,3,2,4,5,6
2033.0,9,9,5,8,6,3,2,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,LINKE,2,1,2,2,1,1,3,5,4,6,6,4,6,3,2,7,2,6,6,5,5,4,2,7,1,2,-5,0,2,-5,0,-2,6,28.0,WEST,2,1,3,2,5,4,6
1193.0,6,6,6,3,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,EINE ANDERE PARTEI,4,3,3,3,1,1,3,3,3,5,4,4,3,1,4,7,3,977,977,977,977,977,977,7,4,0,-3,-2,0,-2,977,977,6,26.0,WEST,7,5,3,2,1,4,6
1502.0,5,5,2,2,2,1,2,DIE KANDIDATIN BZW. DEN KANDIDATEN EINER ANDEREN PARTEI,EINE ANDERE PARTEI,4,4,1,1,1,1,1,1,2,977,977,977,977,977,977,977,977,6,7,4,4,4,4,7,2,0,0,0,0,0,0,0,3,30.0,OST,977,4,5,1,3,2,6
2072.0,6,6,5,6,6,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,EINE ANDERE PARTEI,1,2,2,2,1,1,5,3,5,6,6,5,6,3,4,7,2,3,3,3,5,3,1,7,2,-2,-1,1,2,-5,1,-1,2,31.0,WEST,9,4,1,2,5,3,6
2168.0,7,6,4,6,4,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,EINE ANDERE PARTEI,1,2,3,3,3,2,3,4,4,6,5,4,5,3,3,7,2,7,7,977,977,977,977,7,4,1,-5,-1,2,2,2,-1,3,25.0,OST,7,3,1,2,5,4,6
